# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     49.30     -34.29       3.29       2.26       0.00       0.00       0.82       0.01    3.549       './gold_soln_AV-procd_m10742_5.sdf'  'AV-unprocessed.smi:2784'
     48.57     -34.18       3.00       2.36       0.00       0.00       0.84       0.01    7.127       './gold_soln_AV-procd_m10743_5.sdf'  'AV-unprocessed.smi:2784'
     46.06     -32.55       3.00       2.00       0.00       0.00       0.76       0.01    3.560       './gold_soln_AV-procd_m10744_5.sdf'  'AV-unprocessed.smi:2784'
     44.15     -39.38       0.85       1.19       0.00       0.00       0.70       0.02    2.893       './gold_soln_AV-procd_m10745_1.sdf'  'AV-unprocessed.smi:2784'
     42.52     -34.82       1.83       1.06       0.00       0.00       0.52       0.07    5.977      './gold_soln_AV-procd_m10746_10.sdf'  'AV-unprocessed.smi:2785'
     52.20     -46.03       2.57       0.00       0.00       0.00       0.82       0.07    6.025       './gold_soln_AV-procd_m10747_1.sdf'  'AV-unprocessed.smi:2785'
     37.89     -31.98       2.00       0.00       0.00       0.00       0.05       0.01    3.175       './gold_soln_AV-procd_m10748_8.sdf'  'AV-unprocessed.smi:2786'
     36.88     -25.75       3.88       0.00       0.00       0.00       0.26       0.01    3.163       './gold_soln_AV-procd_m10749_2.sdf'  'AV-unprocessed.smi:2786'
     37.65     -29.22       2.90       0.00       0.00       0.00       0.14       0.01    0.932       './gold_soln_AV-procd_m10750_3.sdf'  'AV-unprocessed.smi:2786'
     37.98     -24.44       4.00       1.00       0.00       0.00       0.73       0.01    3.172       './gold_soln_AV-procd_m10751_2.sdf'  'AV-unprocessed.smi:2786'
     37.59     -29.61       2.75       0.00       0.00       0.00       0.15       0.02    0.985       './gold_soln_AV-procd_m10752_1.sdf'  'AV-unprocessed.smi:2786'
     36.20     -29.24       2.42       0.00       0.00       0.00       0.15       0.02    2.305       './gold_soln_AV-procd_m10753_2.sdf'  'AV-unprocessed.smi:2786'
     34.90     -32.00       1.00       0.00       0.00       0.00       0.05       0.01    3.209      './gold_soln_AV-procd_m10754_10.sdf'  'AV-unprocessed.smi:2786'
     34.32     -34.35       0.00       0.00       0.00       0.00       0.02       0.01    3.283       './gold_soln_AV-procd_m10755_2.sdf'  'AV-unprocessed.smi:2786'
     51.85     -44.85       2.99       0.00       0.00       0.00       1.03       0.04    8.208       './gold_soln_AV-procd_m10756_3.sdf'  'AV-unprocessed.smi:2787'
     53.02     -44.67       2.93       0.00       0.00       0.00       0.27       0.05   11.483       './gold_soln_AV-procd_m10757_1.sdf'  'AV-unprocessed.smi:2787'
     54.95     -45.16       3.95       0.00       0.00       0.00       1.09       0.03   11.907       './gold_soln_AV-procd_m10758_4.sdf'  'AV-unprocessed.smi:2787'
     56.03     -46.28       4.00       0.00       0.00       0.00       1.17       0.08    3.596       './gold_soln_AV-procd_m10759_3.sdf'  'AV-unprocessed.smi:2787'
     45.22     -44.40       1.00       0.00       0.00       0.05       1.10       0.08    9.829       './gold_soln_AV-procd_m10760_3.sdf'  'AV-unprocessed.smi:2788'
     46.01     -37.93       2.98       0.00       0.00       0.00       0.47       0.07    9.619       './gold_soln_AV-procd_m10761_9.sdf'  'AV-unprocessed.smi:2788'
     44.24     -35.83       2.00       1.00       0.00       0.00       0.30       0.01    5.907       './gold_soln_AV-procd_m10762_4.sdf'  'AV-unprocessed.smi:2789'
     44.13     -40.21       2.00       0.00       0.00       0.00       1.04       0.01    5.938      './gold_soln_AV-procd_m10763_10.sdf'  'AV-unprocessed.smi:2789'
     45.79     -38.59       2.00       1.00       0.00       0.00       0.90       0.01    5.921       './gold_soln_AV-procd_m10764_6.sdf'  'AV-unprocessed.smi:2789'
     49.60     -40.92       2.00       0.98       0.00       0.00       0.13       0.01    3.570       './gold_soln_AV-procd_m10765_3.sdf'  'AV-unprocessed.smi:2789'
     52.03     -44.24       3.00       0.00       0.00       0.00       0.64       0.06    8.619       './gold_soln_AV-procd_m10766_7.sdf'  'AV-unprocessed.smi:2790'
     50.08     -33.29       5.93       0.00       0.00       0.00       0.52       0.04    8.321       './gold_soln_AV-procd_m10767_3.sdf'  'AV-unprocessed.smi:2790'
     45.95     -41.32       0.69       1.04       0.00       0.00       0.33       0.03    8.523       './gold_soln_AV-procd_m10768_1.sdf'  'AV-unprocessed.smi:2790'
     45.42     -35.30       3.99       0.00       0.00       0.00       0.96       0.07    9.799       './gold_soln_AV-procd_m10769_3.sdf'  'AV-unprocessed.smi:2790'
     44.66     -37.95       2.75       0.00       0.00       0.02       0.82       0.08    9.353       './gold_soln_AV-procd_m10770_1.sdf'  'AV-unprocessed.smi:2790'
     46.83     -38.32       2.00       1.00       0.00       0.00       0.40       0.29    6.888       './gold_soln_AV-procd_m10771_2.sdf'  'AV-unprocessed.smi:2791'
     61.77     -53.94       2.95       0.67       0.00       0.00       1.63       0.15   11.088       './gold_soln_AV-procd_m10772_3.sdf'  'AV-unprocessed.smi:2792'
     57.67     -52.82       2.66       0.00       0.00       0.00       1.65       0.15   11.203       './gold_soln_AV-procd_m10773_5.sdf'  'AV-unprocessed.smi:2792'
     42.14     -31.75       1.53       2.06       0.00       0.00       0.18       0.00    1.441       './gold_soln_AV-procd_m10774_3.sdf'  'AV-unprocessed.smi:2793'
     43.86     -29.14       2.46       2.58       0.00       0.00       0.19       0.00    1.940       './gold_soln_AV-procd_m10775_3.sdf'  'AV-unprocessed.smi:2793'
     46.62     -41.61       2.05       0.00       0.00       0.00       0.57       0.01    1.700       './gold_soln_AV-procd_m10776_4.sdf'  'AV-unprocessed.smi:2794'
     45.89     -40.80       1.86       0.00       0.00       0.00       0.26       0.01    2.117       './gold_soln_AV-procd_m10777_3.sdf'  'AV-unprocessed.smi:2794'
     48.96     -38.83       2.86       0.83       0.00       0.00       0.47       0.01    2.728       './gold_soln_AV-procd_m10778_4.sdf'  'AV-unprocessed.smi:2795'
     51.30     -42.10       2.94       0.47       0.00       0.45       0.29       0.01    6.813       './gold_soln_AV-procd_m10779_9.sdf'  'AV-unprocessed.smi:2795'
     45.43     -37.16       2.12       1.03       0.00       0.00       0.60       0.00    6.846       './gold_soln_AV-procd_m10780_1.sdf'  'AV-unprocessed.smi:2795'
     45.62     -33.93       1.28       2.68       0.00       0.00       0.11       0.01    6.792       './gold_soln_AV-procd_m10781_2.sdf'  'AV-unprocessed.smi:2795'
     50.06     -40.33       2.82       0.95       0.00       0.00       0.79       0.00    6.814      './gold_soln_AV-procd_m10782_10.sdf'  'AV-unprocessed.smi:2796'
     43.30     -33.34       2.81       1.00       0.00       0.00       0.88       0.28    6.939       './gold_soln_AV-procd_m10783_8.sdf'  'AV-unprocessed.smi:2797'
     51.18     -42.21       3.98       0.00       0.00       0.00       1.62       0.28    6.866       './gold_soln_AV-procd_m10784_3.sdf'  'AV-unprocessed.smi:2797'
     50.73     -39.01       3.00       0.92       0.00       0.00       0.04       0.02    1.681       './gold_soln_AV-procd_m10785_1.sdf'  'AV-unprocessed.smi:2798'
     43.91     -37.74       1.63       0.93       0.00       0.00       0.75       0.01    1.730       './gold_soln_AV-procd_m10786_1.sdf'  'AV-unprocessed.smi:2798'
     48.97     -37.89       2.86       0.85       0.00       0.00       0.03       0.01    1.705       './gold_soln_AV-procd_m10787_3.sdf'  'AV-unprocessed.smi:2798'
     47.84     -36.80       2.99       0.72       0.00       0.00       0.06       0.02    1.733       './gold_soln_AV-procd_m10788_3.sdf'  'AV-unprocessed.smi:2798'
     51.40     -40.55       3.78       1.00       0.00       0.00       1.80       0.11    8.787      './gold_soln_AV-procd_m10789_10.sdf'  'AV-unprocessed.smi:2799'
     50.78     -46.63       2.00       0.00       0.00       0.00       0.97       0.08    8.673       './gold_soln_AV-procd_m10790_1.sdf'  'AV-unprocessed.smi:2799'
     54.68     -41.37       3.88       1.00       0.00       0.00       0.75       0.07    8.707       './gold_soln_AV-procd_m10791_4.sdf'  'AV-unprocessed.smi:2799'
     49.21     -39.22       3.71       0.00       0.00       0.00       0.62       0.09    8.795      './gold_soln_AV-procd_m10792_10.sdf'  'AV-unprocessed.smi:2799'
     41.80     -35.54       2.90       0.00       0.00       0.00       1.34       0.25    2.990       './gold_soln_AV-procd_m10793_1.sdf'  'AV-unprocessed.smi:2800'
     47.78     -40.12       3.06       0.00       0.00       0.00       0.98       0.25    3.101       './gold_soln_AV-procd_m10794_1.sdf'  'AV-unprocessed.smi:2800'
     44.89     -34.79       4.00       0.00       0.00       0.00       1.11       0.32    3.965       './gold_soln_AV-procd_m10795_2.sdf'  'AV-unprocessed.smi:2800'
     46.27     -38.30       3.14       0.00       0.00       0.00       0.89       0.32    3.975       './gold_soln_AV-procd_m10796_4.sdf'  'AV-unprocessed.smi:2800'
     50.29     -39.19       4.00       0.00       0.00       0.00       0.49       0.08    4.833       './gold_soln_AV-procd_m10797_4.sdf'  'AV-unprocessed.smi:2801'
     48.49     -37.64       4.00       0.00       0.00       0.00       0.60       0.03    8.084      './gold_soln_AV-procd_m10798_10.sdf'  'AV-unprocessed.smi:2801'
     44.50     -40.54       1.90       0.00       0.00       0.00       0.88       0.01    9.457       './gold_soln_AV-procd_m10799_6.sdf'  'AV-unprocessed.smi:2801'
     48.12     -36.75       3.08       1.00       0.00       0.00       0.45       0.02    6.682       './gold_soln_AV-procd_m10800_7.sdf'  'AV-unprocessed.smi:2801'
     45.31     -40.14       2.00       0.00       0.00       0.00       0.48       0.03    4.183       './gold_soln_AV-procd_m10801_1.sdf'  'AV-unprocessed.smi:2801'
     43.83     -38.06       2.00       0.43       0.00       0.00       0.82       0.03    8.391       './gold_soln_AV-procd_m10802_2.sdf'  'AV-unprocessed.smi:2801'
     42.43     -35.25       2.00       0.98       0.00       0.00       0.88       0.01    8.428       './gold_soln_AV-procd_m10803_8.sdf'  'AV-unprocessed.smi:2802'
     47.83     -41.06       2.89       0.00       0.00       0.00       0.96       0.01    8.450       './gold_soln_AV-procd_m10804_4.sdf'  'AV-unprocessed.smi:2802'
     46.11     -37.85       2.82       0.00       0.00       0.00       0.12       0.01    8.575       './gold_soln_AV-procd_m10805_3.sdf'  'AV-unprocessed.smi:2802'
     47.04     -41.79       0.94       1.01       0.00       0.00       0.33       0.04    8.590       './gold_soln_AV-procd_m10806_3.sdf'  'AV-unprocessed.smi:2802'
     45.61     -46.32       0.00       0.00       0.00       0.00       1.13       1.55    9.417       './gold_soln_AV-procd_m10807_5.sdf'  'AV-unprocessed.smi:2803'
     45.04     -34.66       3.00       0.99       0.00       0.00       1.56       1.53    6.618       './gold_soln_AV-procd_m10808_7.sdf'  'AV-unprocessed.smi:2803'
     50.50     -47.04       2.00       0.00       0.00       0.00       1.28       0.03    8.610      './gold_soln_AV-procd_m10809_10.sdf'  'AV-unprocessed.smi:2804'
     53.38     -52.75       0.96       0.00       0.00       0.00       1.19       0.06    8.555       './gold_soln_AV-procd_m10810_2.sdf'  'AV-unprocessed.smi:2804'
     52.88     -44.69       3.16       0.00       0.00       0.00       0.67       0.04    4.464       './gold_soln_AV-procd_m10811_2.sdf'  'AV-unprocessed.smi:2804'
     54.14     -47.36       2.98       0.00       0.00       0.00       1.11       0.05    7.477      './gold_soln_AV-procd_m10812_10.sdf'  'AV-unprocessed.smi:2804'
     56.65     -46.13       3.90       0.00       0.00       0.00       0.60       0.01    2.073       './gold_soln_AV-procd_m10813_3.sdf'  'AV-unprocessed.smi:2805'
     49.14     -41.12       2.99       0.00       0.00       0.00       0.49       0.01    6.804       './gold_soln_AV-procd_m10814_2.sdf'  'AV-unprocessed.smi:2805'
     49.39     -45.28       1.88       0.00       0.00       0.00       1.05       0.39    9.521       './gold_soln_AV-procd_m10815_1.sdf'  'AV-unprocessed.smi:2806'
     43.86     -39.13       1.85       0.70       0.00       0.00       1.46       0.02    2.048       './gold_soln_AV-procd_m10816_3.sdf'  'AV-unprocessed.smi:2807'
     45.47     -40.44       1.82       0.00       0.00       0.00       0.22       0.02    6.787       './gold_soln_AV-procd_m10817_2.sdf'  'AV-unprocessed.smi:2807'
     45.89     -43.02       1.00       0.00       0.00       0.00       0.07       0.01    6.760       './gold_soln_AV-procd_m10818_7.sdf'  'AV-unprocessed.smi:2807'
     51.82     -44.08       2.77       0.00       0.00       0.00       0.29       0.02    6.784       './gold_soln_AV-procd_m10819_5.sdf'  'AV-unprocessed.smi:2807'
     51.58     -49.19       1.00       0.00       0.00       0.00       0.35       0.05    8.430       './gold_soln_AV-procd_m10820_2.sdf'  'AV-unprocessed.smi:2807'
     44.03     -34.46       2.94       0.86       0.00       0.32       0.80       0.06    8.482       './gold_soln_AV-procd_m10821_1.sdf'  'AV-unprocessed.smi:2807'
     44.25     -40.31       1.67       0.00       0.00       0.00       0.57       0.06    8.426       './gold_soln_AV-procd_m10822_8.sdf'  'AV-unprocessed.smi:2807'
     46.75     -39.20       2.14       0.99       0.00       0.51       0.68       0.04    8.362       './gold_soln_AV-procd_m10823_4.sdf'  'AV-unprocessed.smi:2807'
     52.26     -45.40       2.55       0.00       0.00       0.00       0.40       0.01    8.574      './gold_soln_AV-procd_m10824_10.sdf'  'AV-unprocessed.smi:2808'
     55.77     -49.21       2.71       0.00       0.00       0.00       0.86       0.06   11.338       './gold_soln_AV-procd_m10825_2.sdf'  'AV-unprocessed.smi:2809'
     55.87     -48.96       2.77       0.00       0.00       0.00       0.73       0.06   11.216       './gold_soln_AV-procd_m10826_7.sdf'  'AV-unprocessed.smi:2809'
     43.60     -38.59       1.78       0.00       0.00       0.00       0.34       0.33    6.061       './gold_soln_AV-procd_m10827_5.sdf'  'AV-unprocessed.smi:2810'
     42.62     -38.64       1.53       0.00       0.00       0.22       0.33       0.26    5.971       './gold_soln_AV-procd_m10828_5.sdf'  'AV-unprocessed.smi:2810'
     44.26     -38.79       1.99       0.00       0.00       0.00       0.27       0.03    1.324       './gold_soln_AV-procd_m10829_3.sdf'  'AV-unprocessed.smi:2811'
     45.41     -39.93       1.93       0.00       0.00       0.00       0.17       0.02    1.311       './gold_soln_AV-procd_m10830_1.sdf'  'AV-unprocessed.smi:2811'
     43.60     -38.51       1.93       0.00       0.00       0.00       0.36       0.02    2.235       './gold_soln_AV-procd_m10831_5.sdf'  'AV-unprocessed.smi:2811'
     45.93     -40.94       1.89       0.00       0.00       0.00       0.35       0.03    1.718       './gold_soln_AV-procd_m10832_4.sdf'  'AV-unprocessed.smi:2811'
     50.25     -41.28       2.60       1.00       0.00       0.00       1.26       0.66    8.718       './gold_soln_AV-procd_m10833_3.sdf'  'AV-unprocessed.smi:2812'
     52.33     -42.25       3.82       0.00       0.00       0.00       1.18       0.93    9.058       './gold_soln_AV-procd_m10834_4.sdf'  'AV-unprocessed.smi:2812'
     52.97     -40.58       4.53       0.00       0.00       0.00       1.00       0.76    8.967       './gold_soln_AV-procd_m10835_5.sdf'  'AV-unprocessed.smi:2812'
     49.58     -41.30       3.53       0.00       0.00       0.00       1.49       0.68    8.893       './gold_soln_AV-procd_m10836_8.sdf'  'AV-unprocessed.smi:2812'
     53.22     -49.94       0.99       1.00       0.00       0.07       1.41       0.12   11.214       './gold_soln_AV-procd_m10837_9.sdf'  'AV-unprocessed.smi:2813'
     56.89     -48.26       3.00       0.00       0.00       0.97       0.22       1.03   11.290       './gold_soln_AV-procd_m10838_3.sdf'  'AV-unprocessed.smi:2813'
